Cbc News,The COVID-19 outbreak is expected to have a big impact on one of Calgarys major cash generators — the local tourism industry.,2020-03-16 23:52:00,The COVID-19 outbreak is expected to have a big impact on one of Calgarys major cash generators — the local tourism industry.  City officials enacted a state of emergency on Sunday,COVID-19 crisis begins to take bite out of Calgarys tourism sector,and on Monday Canada announced it is barring entry to all travellers who are not Canadian citizens
Cbc News,Yukons Air North has cancelled flights and scaled back operations in response to the COVID-19 pandemic that has thrown airlines around the world into turmoil.,2020-03-20 20:05:00,The president of Yukons Air North says the COVID-19 pandemic has created an unprecedented set of circumstances for his airline,Air North puts on brave face as COVID-19 rocks airline industry,but says the company will get through it. Without a doubt
Alexander Panetta Is A Washington-Based Correspondent For Cbc News Who Has Covered American Politics,Internationally,Quebec City,Reporting On Politics,Canada-U.S. Issues Since He Previously Worked In Ottawa,Conflict
Alexander Panetta Is A Washington-Based Correspondent For Cbc News Who Has Covered American Politics,Internationally,Quebec City,Reporting On Politics,Canada-U.S. Issues Since He Previously Worked In Ottawa,Conflict
Reporter Editor,Follow,Jennifer.Lagrassa Cbc.Ca,Jennlagrassa On Twitter,Jennifer La Grassa Is A Reporter Editor For Cbc Hamilton. Email,Can you keep social distance at the drive-in? Starlite Drive-in changes its mind about reopening
Web Writer,Province announces 2M relief fund for early learning in response to COVID-19,Can Be Reached At Samantha.Juric Cbc.Ca.,2020-03-20 19:41:00,Sam Juric Is A Journalist With Cbc P.E.I.,Friday the P.E.I. government announced funding of up to 2 million to further support early learning centres
"",Island restaurants are taking precautions after the first case of COVID-19 was found on P.E.I. over the weekend.,2020-03-16 22:00:00,Island restaurants are taking precautions after the first case of COVID-19 was found on P.E.I. over the weekend. Some restaurants are enacting more stringent sanitization practices,Island restaurants react to COVID-19 concerns,cancelling upcoming events
Wallis Snowdon Is A Digital Journalist With Cbc Edmonton. She Has Nearly A Decade Of Experience Reporting Behind Her. Originally New Brunswick,cancels most exams amid pandemic,University of Alberta abandons letter grades,2020-03-20 18:53:00,Her Journalism Career Has Taken Her Nova Scotia To Fort Mcmurray. Share Your Stories With Wallis At Wallis.Snowdon Cbc.Ca,The University of Alberta has temporarily abandoned a letter grade system and has “strongly encouraged” professors to cancel final exams this spring in light of heightened concerns around the spread of COVID-19.
Video Journalist,Radio,Has Worked In Television,Those working at home because of COVID-19 may be able to claim some expenses,Dale Molnar Is An Award-Winning Video Journalist At Cbc Windsor. He Is A Graduate Of The University Of Windsor,2020-03-23 09:00:00
Cbc News,Municipal recreation facilities are being closed in Greater Sudbury as officials work to limit the spread of COVID-19.,2020-03-16 20:49:00,Municipal recreation facilities are being closed in Greater Sudbury as officials work to limit the spread of COVID-19. On Sunday,Greater Sudbury shuts down municipal recreation facilities amid concerns about COVID-19,the second case of COVID-19 was confirmed in the Sudbury area. It involves a woman in her 60s who was in close contact with the person who has the first confirmed case in the city
Cbc News,After spending close to four weeks in quarantine,2020-03-06 23:50:00, first on the cruise ship Diamond Princess,Fredericton couple happy to be home after month-long COVID-19 quarantine,docked in Yokohama
Cbc News,The Ministry of Health says there are currently no suspected or confirmed cases of novel coronavirus reported in Saskatchewan.,2020-01-28 12:00:00,The University of Regina has put restrictions on travel to China as post-secondary institutions in the province continue to monitor the outbreak of the deadly coronavirus. The outbreak,U of R restricts travel to China for university trips as post-secondary institutions monitor outbreak,believed to have started in the city of Wuhan
Cbc News,The territorial government is recommending against gatherings that could reach 50 or more people. Grocery stores and other larger retail stores are exempt.,2020-03-17 21:53:00,In an effort to limit the spread of COVID-19,N.W.T. chief public health officer advises cancelling mass gatherings,the Northwest Territories government is advising the crenellation of all gatherings that could reach 50 or more people. Grocery stores and large retail stores
Reporter,Ideas Welcomed At Guy.Quenneville Cbc.Ca,Story Tips,Follow Guy On Twitter,Web Writer For Cbc Saskatoon,Sask. COVID-19 prep: Saskatoon inmates quarantined
"",Social distancing during the COVID-19 outbreak is a luxury Nova Scotians who are homeless or face precarious housing situations dont have,2020-03-16 19:44:00,says a housing support worker in Halifax.,How N.S. groups that work with the homeless are preparing for COVID-19,Organizations that work with vulnerable Nova Scotians are taking precautions to minimize the spread of COVID-19
"",2020-03-16 19:37:00,Conservative Party wont change leadership deadline,The Conservative Party says it will not change the timetable for its leadership contest,Despite calls from some candidates for a delay,despite calls from some candidates to postpone an upcoming deadline due to the COVID-19 pandemic.
Cbc News,Northern and Northmart stores in northern Canada have upped orders of essential goods in recent weeks and are freezing prices for 60 days,2020-03-17 12:00:00,except for increases beyond their control.,Northern and Northmart stores freezing prices for 60 days,Northern and Northmart stores are freezing prices for 60 days amid concerns about the novel coronavirus
The Canadian Press,Pharmacists in British Columbia are now able to provide medication refills to patients without an updated prescription from a doctor or nurse practitioner.,2020-03-18 22:18:00,Pharmacists in British Columbia are now able to provide medication refills to patients without an updated prescription from a doctor or nurse practitioner. Health Minister Adrian Dix announced the change earlier this week in an effort to avoid non-essential visits to physicians,B.C. patients can get medication refills without an updated prescription,freeing them up to focus on halting the spread of COVID-19.  Stay informed by joining our CBC Vancouver Facebook group on coronavirus.   The College of Pharmacists of B.C. says its members can offer refills or emergency supplies of medications
Cbc News,There are now nine confirmed cases of COVID-19 in Waterloo region. People are now warned to avoid large gatherings of over 50 people,2020-03-17 13:37:00,according to acting medical officer of health Dr. Hsiu-Li Wang.,9th confirmed case of COVID-19 in Waterloo region as health officials call for people to avoid crowds,There is now a ninth confirmed case of COVID-19 in Waterloo region. The news on Tuesday comes as acting medical officer of health Dr. Hsiu-Li Wang called on people to avoid gatherings of more than 50 people. The case involves a man in his 20s who travelled to Los Angeles. He did not develop symptoms until after he returned to the region
